,sender,text
782062,HPAmazon,Delivered: Your package with Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs (Double Rich Choco.... More info at http://amzn.in/hwKPYQm
283931,DM-TATACP,"Thinking of tax saving options along with long-term capital appreciation? Click here http://ltms.in/H1uePCidL7z?n to know about tax saving instruments.T&C apply.
BT-655500,New Year offer for you. Take home Datsun Ready Go Car and many more. Just Call 5630091"
172293,BX-GRCSBI,"Rs.11600 has been deposited to a/c no.13964 of  SUBHRAJIT  BHADRA
56789,Your Busy Callertune -Work- has been set. It will be reset to your original callertune on 08/06/2018 11:12 AM. To stop your busy callertune SMS CT STOP to 55455(Toll free). Dial *567*6# (Toll Free) to Select your profile tune.Click on http://hyperurl.co/ct to download the Callertune App. To activate your favourite callertune SMS <Song or Movie Name> to 55655 (Tollfree) or Dial 1234 (TollFree)."
133199,TM-MOBIKW,Your Bajaj Finserv MobiKwik One Time Password(OTP) is 448188.
774632,BW-DBSBNK,"Dear Customer, Cash Withdrawal of INR 5000.00 using card no **1838 on 08/06/18 is successful. Clear Balance in A/C is INR 5200.00.For lost card /fraudulent transactions visit www.dbs.com/in/cc.page"
90361,AX-FLPKRT,Payment Conversion: Short on cash? We have got you covered. Choose to pay for your Cash on Delivery order online now by clicking here  http://fkrt.it/UDAizLuuuN
699312,JG-JioPay,"???? ???? ???? ???? 7004779322 ?? ?????? ????? ??? ????? ??????? ???? 1.5 GB ?? 50% ????? 08-Jun-18 01:44 Hrs ?? ?? ???? ??| ???? ?????? ?? ?????? ?? ????? ???? ?? ??? 1299 ?? ????? ??? ????| ???? ???? ?????? ?? ???? ????? ???? ?? ???? ??? ???? ????? ?? ??? ????? ???? http://tiny.jio.com/MyJioVideo | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
640220,AX-NPCIBH,Rs.750 cashback for transactions done via BHIM and BHIM UPI. Start sending and get rewarded. T&C Apply. Visit http://bit.ly/BHIMScheme for details.
213888,VM-DSPBLK,"Transaction CONFIRMATION Alert:  SIP Purchase request of Rs.1,000.00 in DSPBR Opportunities Fund - Reg - G in your folio ****246/88, has been processed with a NAV of Rs.222.993 on 12-Feb-2018. T&C Apply."
789117,IM-IDBIBK,"Dear Customer, Your a/c no. XXXXXXXX4132 is debited for Rs.5,000.00 on 01-06-18 and a/c XXXXXXXX5232 credited (IMPS Ref no 815217712560)."
672873,IA-IDEA,"Data_CHRG:0.00 INR,Bal_Left=22.93 INR,Vol_Used:0.04MB,Volume left in freebie pack:1433.11MB"
715036,VK-Amazon,Dispatched: Your package with Autostark Foldable Car Drink/Can/Glass Bottle Holder ... will be delivered on or before 21-Apr. Track at http://amzn.in/gB1rMiY
195492,TM-PHONPE,You've received Rs.4 from s9679324660@paytm via PhonePe into your Paytm Payments Bank Ltd a/c.
549229,ID-IDEA,"CHRG:,main_cost Rs 0.000,Free Vol:0,VOL:0.00 KB,BAL_LEFT:,main Rs 0.000Kam balance mein dial *150*03# Paye emergency TT. TNC Apply"
593521,VM-LOANPZ,"Dear Ningappa, Congratulations! You have a Pre-Qualified Personal Loan offer of Rs.730000 at 12.99% from YES BANK and Paisabazaar. Limited Period Offer. Click http://nsm.sg/6bZ11t to apply."
390644,AX-HDFCBK,Thank you for using Debit Card ending 7777 for Rs.945.00 in JAIPUR at ZOMATO1220187 on 2018-05-24:21:58:20  Avl bal: Rs.4312.05
301310,AD-VISHAL,"Dear Customer, welcome to Vishal Mega Mart's Loyalty program. Shop with us, share your mobile no & earn points! Also shop online at www.myvishal.com.T&C apply"
593030,AX-iPaytm,Paid Rs.170.00  to AJIT BABU SUTAR at 6:27 PM. Order ID: 2018041418270700 . Updated Balance: Paytm Wallet- Rs 1.26
379326,AX-TTSAVE,Introducing Axis ASAP instant savings A/C that gives you higher FD interest rates. No min balance required.  Apply Instantly http://nsm.sg/6xSl2p *T&C apply
694690,ADCVRCOE,Dear student you are informed to attend a meeting today 23.3.18  in Conference hall at 3 pm today regd annual day co-ordinator.ATTEND WITHOUT FAIL.HOD CSE
615850,AX-SPROFR,"Get Rs. 1,200 instant discount on domestic flight bookings on MakeMyTrip website or app with your Bajaj Finserv RBL Bank SuperCard. Use promo code : RBLMMT , Valid on every  Sunday till May 27, 2018. Minimum transaction amount of Rs. 6,000. T&C apply* . Know more https://bit.ly/2pzYvLU
AB-650001,Aapka Pack samapt ho gya hai!Rs399=Unlimited Local,STD+Roaming call+1.4GB/din+100 SMS/din,84dinRs499=Unlimited call+2GB/din+100 SMS/din,82dinT&C.Call 505"
481162,BWHDFCBK,"DEAR CARDMEMBER, PAYMENT OF Rs. 10000.00 RECEIVED TOWARDS YOUR CREDIT CARD ENDING 6345 THROUGH Netbanking ON 28-5-2018.YOUR AVAILABLE LIMIT IS RS. 22544.83"
364385,AX-HELLOT,OTP 5431 Or give missed call at +91-9513466944 to verify your trip request on hellotravel
37240,DM-POLBAZ,"Hi! In order to view more               Heath insurance options,              Please call us at 1800 208 8787 or email at health@policybazaar.com. Ref No"
69165,VK-ICICIB,"Dear Customer, stmt for Credit Card XX9004 has been sent to m.tirumalarao06@gmail.com. Total amt of Rs. 13771 or Min. amt of Rs. 690 is due by 20-MAR-18."
783583,VM-AxisBk,Your A/c 954998 is debited with INR 500.00 on 08-06-2018 00:24:54 A/c Bal is INR 6143.46 Info: CASH-ATM/MC000901. Call 18605005555 (if in India) if you have not done this transaction.
298753,IZ-IDEA,"Data_CHRG:0.00 INR, Bal_Left=0.01 INR, PrivilegeADDON Vol_Used:3.928710 MB, Pack_exp:Aug 14 2018, Base Vol_Used:0.000000 MB"
32626,JD-JioPay,"You have exhausted 100% of your high speed internet quota from Data account of MRP 149 on your Jio Number 8851136226 as of 08-Jun-18 00:02 Hrs. Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
528872,TX-QUIKRR,"URGENT JOB VACANCY IN SILCHAR (IT & INTERNET INDUSTRY) CALL US FOR MORE INFO: 7638845133 | 9854588460 **Be Smart. Do not pay for a job
BV-606218,Dear Customer,BSNL offers WiFi Hotspot Service at affordable rate across 44 million locations globally.Plz download""My BSNL"" app or visit bit.ly/intl_wifi BSNL"
104054,MDMPOKKT,Your mPokket loan repayment of Rs.1100 is due on 17-05-2018. Please pay on time to avoid late fee of Rs.6 per day and improve your CIBIL score.
53447,VD-VFCARE,"We have credited your daily 1.4GB 4G/3G pack. It gets renewed every midnight. Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ"
575074,AX-ICICIB,"Dear Customer, acct XX1220 has been debited for Rs.290.00 on 08-Jun-18 towards linked billdesk.msedc@icici. UPI Ref no 815901840040"
18492,IZ-IDEA,Your unlimited 1GB Daily pack is going to expire on Jun 12 2018.
203953,BP-ATMSBI,"Rs 10000 withdrawn from A/c xx 8824 on 07/06/18 at  ATM  UN443101.Txn# 815822012676 .Avl bal Rs 1755.32. If not done by you, forward this SMS from mobile number registered with SBI to 9223008333 to block your card. You may also call 1-800-111109
IZ_IDEA,LST USG:37.529MB,Pack:RollOver Pack,BAL Left:11201.835 MB,Valid till 2018-06-16,Data Unbilled:Rs 0.00"
738227,MD-CAPFST,"The Loan id 217376281 has been approved and ready for DA generation,Thanks, Capital First
9935909809,Hey! I am loving all new Hike. It has awesome stickers, option to hide chats and a lot more. Try it out (http://get.hike.in/94SkmR:s)"
397747,AMHDFCBK,"Dear Customer, Why use other wallets? Link HDFC Bank Card & Pay with  PayZapp! Enjoy Debit Card 5%CashBack. Click app.payzapp.in *T&C"
281019,JE-JioPay,"???? ????? 1.5 GB ?? ?????? ????? ??????? ??? ???????  ????? ??? ????? 8240639262 ? 02-Jun-18 00:11 Hrs ?????.????? ????????? ? ????? ??????? ???? ???? ?? ??? 1299 ? .?? ??? ??????? ??????? ????? ??? ???????? ????? ????? ????? ???? http://tiny.jio.com/MyJioVideo. ????? ???? 1991 ????? ??????? ????????? , ????? , ????????? ???? ???? ? ???????? ??????? ????????? ????"
381184,JX-JioPay,"You have exhausted 100% of your high speed internet quota from Data account of MRP 399 on your Jio Number 8320988410 as of 28-May-18 19:19 Hrs. Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
289836,AX-GOIBIB,"Rs.300 goCash in your wallet will expire today. Use 100% goCash on Hotel Bookings. You can also use it on Flight and Bus Bookings.https://go.ibi.bo/0tcPqWz1iN
BZ-656700,????? ?? ???? ?? ?? ?????? ??- BSNL ?????! ???? *567*2#"
106709,IM-ENCRCL,"Tanishq presents the Great Diamond Sale!Stunning diamond jewelry at upto 20% off.Get 10% extra off with Amex cards till 14 Feb@ select stores.T&C  goo.gl/u4aXLG
56070,Your Google verification code is 943721"
527818,JE-JioPay,"08-Jun-18 00:11 Hrs ???????? ?????? ???? 8072596989 ???????????? ?????? ?????? ?????? ????  MRP 448 - Data ?? 100% ???????? ?????????? ???????????.????????? ???? ?????????? ???? ?????????? ???????????,  ??????? ?????????? ????? ??????????????. ????????? 4G ??????? ????????? http://tiny.jio.com/DataBooster ?????? ?????? ?????? ??????? ?????? ??????? ?????????? ?????????.  ?????? ??????? ???????, ??????????, ?????? ????????? ??????? ??????????????? ?????????? ????????? ????????? 1991 ? ??????????"
241995,VM-HDFCBK,OTP is 534496 for txn of INR 80.00 at PAYTM on card ending 3216. Valid till 00:26:19. Do not share OTP for security reasons.
290591,JD-JioPay,"???? ???? ???? ???? 8770128396 ?? ?????? ????? ??? ????? ??????? ???? 1.5 GB ?? 50% ????? 08-Jun-18 00:27 Hrs ?? ?? ???? ??| ???? ?????? ?? ?????? ?? ????? ???? ?? ??? 1299 ?? ????? ??? ????| ???? ???? ?????? ?? ???? ????? ???? ?? ???? ??? ???? ????? ?? ??? ????? ???? http://tiny.jio.com/MyJioVideo | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
185228,Microsoft,992104Use this code for Microsoft verification
581805,JA-JIONET,"Dear Customer, Your service request ID is SR000005MCK0. You will receive a response by 16/01/2017 03:24. To manage your account, click on http://www.jio.com/GetMyJio and download MyJio app.Thank you, Team Jio"
82632,IM-OSTRVL,"Presenting SimplyCLICK SBI Credit Card with exclusive benefits - Amazon GiftCard worth Rs.500, 10X Reward Points & more. Click http://nsm.sg/0J5sBF to apply"
93983,AX-LENSKT,Last 2 Days of Labor Day Sale! EXTRA 50% CASHBACK over & above Buy1 Get1 at Lenskart. And we are not kidding! Visit lenskart.com/er or Store: lenskart.com/sr
491392,JX-JioPay,"You have exhausted 100% of your high speed internet quota from Data account of MRP 149 on your Jio Number 8218190126 as of 08-Jun-18 00:09 Hrs. Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
179151,IA-IDEA,"Friends 55365    CHRG:,Free Vol KB:1.00,VOL:0.05 KB,BAL_LEFT:,main Rs 10.584,Free Vol KB:16927.00,Exp:2018-06-23"
488519,VM-ICICIL,"Dear Sir/ Madam, Premium for your Two Wheeler Insurance is Rs.4358. Quote no. is 102156978 ."
78592,AD-DTHVID,"Dear Customer, recharge your Videocon d2h id 194839960 before or on 30-Mar-18 to enjoy uninterrupted services."
101525,VK-URCLAP,"Hello Suneel Prakash,Thanks for your request. We have received your booking for 9th Jun 2018, 10:00 am - 10:30 am. Call 18605000020 if you need help. -UrbanClap"
685050,AM-BOIIND,BOI -  Rs 100000.00 Credited(CASH) in your Ac XX0156 on 27-12-2017 .Avl Bal 105312.99 Pls Link Aadhaar to your A/c by 31-03-18.
457650,DZ-Tlease,"Dear GANESH KUMAR SAHU, Till 29Mar Your Outlet EUPD11753 Target 560000 MTD achievement is 288498 , 52% and Focus Model MTD J7(2015) is 1, S7 is 0, S7 Edge is 2, J7 Prime is 4 & C9 Pro is 2. Sellout Will Be Subject To Validation. TeamLease Service Limited.
IM-101121,Hi! Refer Pockets to 3 of your friends and earn Rs. 50 in your Pockets wallet. Login to Pockets and go to Refer & Earn in Settings to share your referral code."
74977,IM-RTRNDS,"Haven't shopped@TRENDS DOUBLE BENEFIT?  Ends 18Feb!Shop for Rs.4000, Get benefits worth Rs.4000 on New Season Merchandise.Click http://bit.ly/Double-Benefit"
537137,IY-IDEA,"Be cautious while returning call/SMS for mobile technical upgrade to avoid fraud and higher call charges. Idea does not call/SMS customers for any such activity
JK-602121,Looking for more data on your Jio number 9399665922? Recharge today with Rs.251 DATA add-on pack and enjoy additional 102 GB (2GB/day) high speed data for 51 days. Click http://jio.com/r/bdaHXdis8 to recharge NOW."
606330,VK-PAYBAK,"Eid Sale! Get Flat 50% on Anything & Everything + Additional 20% OFF on Rs3000 bill @ BRAND FACTORY from 7-10 Jun + earn PAYBACK Points.More info at bit.ly/Flat50TandCTo optout, sms OPTOUT to 9773597735"
37543,JK-JioPay,"???? ???? ???? ???? 8319712647 ?? MRP 399 ?? ?????? ?? Data ??? ?????? ??? ????? ???? ???? ?? 100 % ????? 08-Jun-18 00:02 Hrs ?? ?? ???? ??| ??? ?????? ??????? ????? ? ???? ?? ???? ????? ??? ?? ?? ?????| ???? ?????? ?? ??????? ???? ?? ??? ????? ???? http://tiny.jio.com/DataBooster ?? ??? ????? ??????? ?? ???? ???? ???? ????| ???? ??????? ??????, ?????, ????? ?? ????? ?? ?? ??? ?? ??????? ?? ??? ???? ???? 1991"
265925,HP-RummyC,Weekend Loot-Ultimate Quest is HERE! Reserve a seat & win a ticket to the Finale. Finale Loot worth Rs. 20 lakh.. https://rummyc.co/TYS60
314762,BZ-BSNLIN,Your account balance will be soon exhausted. On your account balance you only have Rs.0.01 valid until 17-09-2018.
179974,IM-SPSUNV,B.TECH- RAILWAY MINING CLOUDSPSUNIV -UDAIPURJK CEMENTSRANKED- TOP 100 COLLEGES INDIANAAC-A'GRADESCHOLARSHIPS UP TO 75%goo.gl/rgpdjTCALL9885647666
316402,VM-MyTsky,???? ????? ?? ?? .  1183094737 ???????? ????? 16-May ?????? ??? ????? ????? ?? 320 ?????? ??????? ???. mytatasky.com ??? ?????? ??? ??? ????? ?? ???? ?? ????????? ?????
312801,IM-HDFCBK,"Give a missed call on 18002703333 to check HDFC Bank A/c balance. For banking without internet, download LITE App: onelink.to/liteapp"
299221,VM-BAJAJF,Five golden rules to follow when taking a loan. Click: http://m.BajFin.in/ICBPjiX0
478,VK-DishTV,"Recharge of your VC No.01514204716 for 495 +15 %ST=Rs569 is due on 24-06-17 .Get extra viewing days on recharging ONLINE. Recharge with Paytm, Mpesa, Mobikwik"
35894,VM-iPaytm,Last 3 successful payments received at Anita Stores : 1. Amt: Rs.8123.0| Order Id: 2018052604345500| 26/05/2018 04:34:55 2. Amt: Rs.1000.0| Order Id: 2018052022305700| 20/05/2018 22:30:57 3. Amt: Rs.5000.0| Order Id: 2018051822485400| 18/05/2018 22:48:55
302115,VK-HDFCBK,"Your mobile number and device is successfully captured for UPI registration.
561619,Your Google verification code is 519028
561619,Your Google verification code is 519028
561619,Your Google verification code is 519028"
154317,VK-AxisBk,Hello! Your A/c no. 579611 has been debited by Rs. 200 on 07Jun18. The A/c balance is Rs. 2233.21.Info: IMPS/P2A/815823510537/881003349052DBSS0I. Call 18605005555 (if in India) if you have not done this transaction.
163818,HP-FLATDD,????? 10000 ?? ?? ?????????? 7% ????Call-9873418609
304477,VM-GTSMPL,"Your OTP is 3402-To learn more about Simpl, visit getsimpl.com-Do not share this OTP with anyone. In case you don't know how you got this OTP, please email help@getsimpl.com"
199203,JX-JioPay,"???? ????? 1.5 GB ?? ?????? ????? ??????? ??? ???????  ????? ??? ????? 7980441604 ? 08-Jun-18 00:17 Hrs ?????.????? ????????? ? ????? ??????? ???? ???? ?? ??? 1299 ? .?? ??? ??????? ??????? ????? ??? ???????? ????? ????? ????? ???? http://tiny.jio.com/MyJioVideo. ????? ???? 1991 ????? ??????? ????????? , ????? , ????????? ???? ???? ? ???????? ??????? ????????? ????"
168616,AX-LZYPAY,Dear Customer - Thank you for your payment of Rs. 221.20 against your LazyPay statement. You can also view your transactions at https://pmny.in/aIaLHrEqufWm
528256,TX-VISHAL,"Vishal presents OUTSHINE - Top quality, Half the price!Outshine Shampoo 180 ml only@ Rs49 & Soap Pack of 3*125g only@ Rs93T&C"
596692,AM-HDFCBK,"Your a/c no. XXXXXXXXXX0987 is debited for INR 1,000.00 on 16-10-17 and a/c xxxxxxxxxx0315 credited (IMPS Ref no 728918786985)."
616709,AX-AIRDTH,"Watch VIVO IPL 2018 with Airtel DTH. Get Star Sports 1, Star Sports 1 Hindi & Star Sports Select 1 combo at Rs.2.2/day. To opt, give a missed call on 8130781306"
435425,AXRBLCRD,"Register your RBL Bank Blockbuster Credit Card for an exclusive Cashback program. Give a missed call on 7045958514 from your registered mobile number & get 5% Cashback on purchases made in foreign currency. What's more! You also earn 2 Reward Points for every Rs. 100 spent in foreign currency using your Card. Registrations open till June 15, 2018. T&Cs apply.
VK014529,Dear Customer, get 50% temporary credit limit increase & offers on your international travel. To opt, give missed call on 7878730000. Visit goo.gl/3sFbo5 .T&C."
6539,VKWTLOSS,Lose weight on full stomach! Anjali Mukerjee Health Total offers weightloss @ Rs 1000. No scary diets or gadgets. Sms AM to 53030
114751,VM-HDFCBK,OTP is 746009 for txn of INR 600.00 at PAYTM on card ending 7139. Valid till 14:30:37. Do not share OTP for security reasons.
